#project,sha,module,test,polluter,time_of_phase_0,time_of_phase_1,time_of_phase_2,time_of_phase_3,time_of_phase_4(before),time_of_phase_4(after),time_of_phase_5,time_of_phase_diffFieldAfter,polluted_field,num_of_all_fields,num_of_roots,num_of_diffFields
openpojo/openpojo,9badbcc4593e797accfed5e51bec9f2b843f0f67,.,com.openpojo.validation.test.impl.SerializableTesterTest.shouldSkipOverNonSerializableClass,com.openpojo.log.JavaLoggerTest.testToString,1.621,0.562,1.466,0,1.588,0,0.852,17.101,com.openpojo.log.LoggerFactory.loggerConstructor,350,350,20
openpojo/openpojo,9badbcc4593e797accfed5e51bec9f2b843f0f67,.,com.openpojo.validation.test.impl.SetterTesterTest.shouldSuccessfullyValidateEvenIfLoggingFails,com.openpojo.log.JavaLoggerTest.shouldTestError,1.656,0.572,1.485,0,1.596,0,0.852,17.87,com.openpojo.log.LoggerFactory.loggerConstructor,349,349,21
openpojo/openpojo,9badbcc4593e797accfed5e51bec9f2b843f0f67,.,com.openpojo.validation.utils.ValidationHelperTest.shouldReportMissingASMProperly,com.openpojo.log.JavaLoggerTest.testToString,1.648,0.526,1.452,0,1.488,0,0.852,17.453,com.openpojo.log.LoggerFactory.loggerConstructor,350,350,21
rest-assured/rest-assured,bbede9fff77d4f1b751cdada0bdf8fe8d928919a,spring-web-test-client,io.restassured.module.webtestclient.WebTestClientSpecificationMergingTest.web_test_client_factory_is_not_overwritten_when_not_defined_in_specification,io.restassured.module.webtestclient.WebTestClientSpecificationMergingTest.web_test_client_instance_is_overwritten_when_defined_in_specification,11.515,1.732,28.015,0,254.885,0,7.194,734.127,io.restassured.module.webtestclient.RestAssuredWebTestClient.webTestClientFactory,3613,3612,105
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.linksToOtherEndpointsWithFullAccess,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.linksToOtherEndpointsForbidden,22248.957,8.192,28.054,0,3008.818,0,93.496,50565.611,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.tokenValidator,23990,23989,340
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.linksToOtherEndpointsWithRestrictedAccess,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.operationWithSecurityInterceptorSuccess,1750.621,10.37,29.073,0,3401.199,0,94.155,81346.441,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.tokenValidator,23990,23989,324
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.operationWithSecurityInterceptorForbidden,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.responseToOptionsRequestIncludesCorsHeaders,177.792,7.409,29.097,0,3406.651,0,69.188,55580.012,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.tokenValidator,23990,23989,319
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.operationWithSecurityInterceptorSuccess,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.linksToOtherEndpointsWithFullAccess,1533.275,7.906,28.036,0,3814.667,0,68.581,45976.631,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests.tokenValidator,23990,23989,331
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.linksToOtherEndpointsWithFullAccess,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.linksToOtherEndpointsForbidden,1423.197,6.864,29.035,0,9846.876,0,1059.621,23586.506,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.tokenValidator,23676,23675,310
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.linksToOtherEndpointsWithRestrictedAccess,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.operationWithSecurityInterceptorSuccess,1839.767,7.778,29.07,0,2986.84,0,73.857,76426.268,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.tokenValidator,23677,23676,311
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.operationWithSecurityInterceptorForbidden,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.responseToOptionsRequestIncludesCorsHeaders,257.228,10.837,30.069,0,3915.564,0,77.119,60213.452,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.tokenValidator,23677,23676,312
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot-actuator-autoconfigure,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.operationWithSecurityInterceptorSuccess,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.linksToOtherEndpointsWithFullAccess,105.185,7.131,28.014,0,5186.123,0,5.072,42334.009,org.springframework.boot.actuate.autoconfigure.cloudfoundry.servlet.CloudFoundryMvcWebEndpointIntegrationTests.tokenValidator,23732,23731,316
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot,org.springframework.boot.logging.log4j2.Log4J2LoggingSystemTests.loggingThatUsesJulIsCaptured,org.springframework.boot.context.logging.LoggingApplicationListenerTests.closingContextCleansUpLoggingSystem,2.711,1.017,5.425,0,3.748,0,1.866,26.35,FAIL,484,484,17
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot,org.springframework.boot.logging.logback.LogbackLoggingSystemTests.loggingLevelIsPropagatedToJul,org.springframework.boot.context.logging.LoggingApplicationListenerTests.closingContextCleansUpLoggingSystem,2.386,0.987,2.537,0,3.819,0,1.686,22.362,FAIL,410,410,16
spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot,org.springframework.boot.logging.logback.LogbackLoggingSystemTests.loggingThatUsesJulIsCaptured,org.springframework.boot.context.logging.LoggingApplicationListenerTests.closingContextCleansUpLoggingSystem,2.378,1.02,2.879,0,3.755,0,1.819,22.101,FAIL,410,410,16
spring-projects/spring-data-envers,5637994be37747e82b2d6d5b34555e2bee791fe6,.,org.springframework.data.envers.repository.support.QueryDslRepositoryIntegrationTests.testWithQueryDsl,org.springframework.data.envers.repository.support.RepositoryIntegrationTests.testLifeCycle,7.095,3.364,28.015,0,38.016,0,9.02,299.016,FAIL,4251,4245,71
spring-projects/spring-data-envers,5637994be37747e82b2d6d5b34555e2bee791fe6,.,org.springframework.data.envers.repository.support.QueryDslRepositoryIntegrationTests.testWithRevisions,org.springframework.data.envers.repository.support.RepositoryIntegrationTests.testLifeCycle,8.564,4.083,28.015,0,38.015,0,10.822,294.263,FAIL,4251,4245,68
spring-projects/spring-ws,e8d89c9eb0929dda304174729c9c69fb29f448eb,spring-ws-security,org.springframework.ws.soap.security.xwss.callback.SpringDigestPasswordValidationCallbackHandlerTest.testAuthenticateUserDigestUserNotFound,org.springframework.ws.soap.security.wss4j2.callback.SpringSecurityPasswordValidationCallbackHandlerTest.testHandleUsernameTokenPrincipal,26.378,1.15,2.251,0,2.264,0,1.742,7.113,org.springframework.security.core.context.ThreadLocalSecurityContextHolderStrategy.contextHolder,96,96,4
spring-projects/spring-ws,e8d89c9eb0929dda304174729c9c69fb29f448eb,spring-ws-security,org.springframework.ws.soap.security.xwss.callback.SpringDigestPasswordValidationCallbackHandlerTest.testAuthenticateUserDigestValidInvalid,org.springframework.ws.soap.security.wss4j2.callback.SpringSecurityPasswordValidationCallbackHandlerTest.testHandleUsernameTokenPrincipal,22.105,1.075,1.885,0,2.202,0,1.723,6.905,org.springframework.security.core.context.ThreadLocalSecurityContextHolderStrategy.contextHolder,96,96,4
tbsalling/aismessages,7b0c4c708b6bb9a6da3d5737bcad1857ade8a931,.,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleFragmentedMessageReceived,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canFlushUnhandled,1.724,0.553,0,1.748,1.09,0,0.96,5.183,FAIL,81,81,6
tbsalling/aismessages,7b0c4c708b6bb9a6da3d5737bcad1857ade8a931,.,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleUnfragmentedMessageReceived,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canFlushUnhandled,1.5,0.579,0,1.736,1.142,0,0.919,3.532,FAIL,81,81,4
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.dependency.boundary.DependencyContainerTest.testFindAllDependenciesWith,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.459,0.567,0.824,0,0.843,0,0.672,2.409,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.dependency.boundary.DependencyContainerTest.testGetRelevantClassesDirectlyConnected,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.401,0.563,0.959,0,0.82,0,0.634,2.359,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.dependency.boundary.DependencyContainerTest.testGetRelevantClassesFilter,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.664,0.554,0.832,0,0.838,0,0.654,2.541,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesEJBSetterWithAnnotations,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.605,0.562,0.922,0,0.814,0,0.638,2.445,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesEJBWithParameter,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.55,0.536,0.995,0,0.921,0,0.672,2.374,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesSetEJB,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.676,0.545,0.951,0,0.829,0,0.724,2.378,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesSetEJBPackageView,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.484,0.542,0.945,0,0.794,0,0.655,2.433,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEventTest.testFindAndSetAttributesSetInstance,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.697,0.643,0.95,0,0.867,0,0.71,2.373,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEventTest.testFindEvents,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.704,0.618,0.887,0,0.804,0,0.694,2.517,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerInjectTest.testFindAndSetAttributesInjectSetterWithAnnotations,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,23.296,1.236,2.185,0,2.14,0,1.529,4.51,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerInjectTest.testFindAndSetAttributesSetInject,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.772,0.545,1.012,0,0.838,0,0.692,2.334,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerInjectTest.testFindEventNamedClass,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.697,0.554,0.912,0,0.795,0,0.652,2.319,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerInstanceTest.testFindAndSetAttributesSetInstance,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.645,0.614,0.835,0,0.855,0,0.706,2.401,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerInstanceTest.testFindAndSetAttributesSetInstanceGeneric,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.537,0.545,0.914,0,0.82,0,0.694,2.471,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerObservesTest.testFindAndSetAttributesObserves,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.602,0.533,0.978,0,0.802,0,0.667,2.451,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerObservesTest.testObservesAnnotated,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.603,0.585,0.905,0,0.804,0,0.718,2.287,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerObservesTest.testObservesDuring,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.539,0.544,0.902,0,0.794,0,0.633,2.305,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerObservesTest.testObservesNotify,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.833,0.529,0.869,0,0.814,0,0.66,2.362,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerObservesTest.testObservesWithPhases,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.679,0.619,0.902,0,0.795,0,0.692,2.515,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerProducesTest.testFindAndSetAttributesProduces,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.676,0.625,0.949,0,0.815,0,0.673,2.463,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerProducesTest.testFindAndSetAttributesStaticProduces,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.555,0.534,0.909,0,0.828,0,0.711,2.354,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerResourceTest.testFindAndSetAttributesResource,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.476,0.49,0.895,0,0.806,0,0.718,2.36,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerResourceTest.testFindAndSetAttributesResourceInstance,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.755,0.541,0.933,0,0.883,0,0.675,2.287,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerResourceTest.testFindAndSetAttributesResourceMappedName,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.6,0.585,0.899,0,0.776,0,0.634,2.482,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.JavaSourceInspectorTest.testFindAndSetAttributesIgnoreCommentBlocks,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.716,0.51,0.847,0,0.788,0,0.637,2.458,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.JavaSourceInspectorTest.testFindAndSetAttributesIgnoreComments,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.58,0.588,0.912,0,0.851,0,0.733,2.445,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.JavaSourceInspectorTest.testSetGroupNrs,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.53,0.536,0.771,0,0.887,0,0.678,2.443,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.jpa.JPAExaminerTest.testFindAndSetAttributesIgnoreCommentBlocks,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.722,0.63,0.849,0,0.801,0,0.673,2.356,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.jpa.JPAExaminerTest.testFindAndSetAttributesIgnoreComments,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.62,0.569,0.969,0,0.85,0,0.649,2.491,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.jpa.JPAExaminerTest.testFindAndSetAttributesManyToMany,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.756,0.571,0,1.562,0.804,0,0.643,1.593,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,2
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.jpa.JPAExaminerTest.testFindAndSetAttributesManyToOne,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.638,0.575,0,1.535,0.783,0,0.566,1.563,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,2
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.boundary.FilterContainerTest.testIsOkExcludeFalse,de.strullerbaumann.visualee.filter.boundary.FilterContainerTest.testIsOkExcludeTrue,2.405,0.806,1.04,0,1.692,0,1.372,3.331,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.boundary.FilterContainerTest.testIsOkIncludeTrue,de.strullerbaumann.visualee.filter.boundary.FilterContainerTest.testIsOkIncludeFalse,3.133,0.8,0.96,0,1.037,0,0.998,4.094,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.entity.ClassFilterTest.testIsOkExcludeFalse,de.strullerbaumann.visualee.filter.entity.ClassFilterTest.testIsOkExcludeTrue,2.624,0.733,1.022,0,1.588,0,1.372,3.397,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.entity.ClassFilterTest.testIsOkIncludeTrue,de.strullerbaumann.visualee.filter.entity.ClassFilterTest.testIsOkIncludeFalse,1.904,0.867,1.465,0,1.721,0,0.876,3.97,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.entity.PackageFilterTest.testIsOkExcludeFalse,de.strullerbaumann.visualee.filter.entity.PackageFilterTest.testIsOkExcludeTrue,2.705,0.977,1.152,0,1.016,0,1.247,4.182,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.entity.PackageFilterTest.testIsOkIncludeTrue,de.strullerbaumann.visualee.filter.entity.PackageFilterTest.testIsOkIncludeFalse,2.613,0.648,1.287,0,1.357,0,1.294,3.312,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkExcludeFalse,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeFalse,1.414,0.605,0.889,0,0.947,0,0.653,2.41,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeFalse,1.416,0.564,0.813,0,0.88,0,0.687,2.332,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,36,36,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.source.boundary.JavaSourceContainerTest.testAddJavaSourceDoublette,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.533,0.63,0.883,0,0.821,0,0.63,2.429,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.source.boundary.JavaSourceContainerTest.testGetJavaSourceByName,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.603,0.586,0.921,0,0.803,0,0.63,2.44,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.ui.graph.boundary.GraphCreatorTest.testBuildJSONLinks,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.559,0.568,0.924,0,0.859,0,0.682,2.321,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.ui.graph.boundary.GraphCreatorTest.testBuildJSONNode,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,1.529,0.505,0.86,0,1.011,0,0.648,2.41,de.strullerbaumann.visualee.filter.boundary.FilterContainer.FILTERS,33,33,3
